session start time,attempt end time,typical time ,actual duration,level,flower suatained,well sustained,impulisvity score,omission score,distraction endurance score,actuall atention time
2021/10/05 03:21:29 PM,2021/10/05 03:21:51 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 03:23:48 PM,2021/10/05 03:24:14 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 03:25:11 PM,2021/10/05 03:26:20 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/06 02:39:26 PM,2021/10/06 02:39:55 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/06 02:40:05 PM,2021/10/06 02:40:09 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 03:39:21 PM,2021/10/07 03:39:57 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 03:40:02 PM,2021/10/07 03:40:38 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 03:40:58 PM,2021/10/07 03:41:22 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 03:46:20 PM,2021/10/07 03:46:47 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 03:47:30 PM,2021/10/07 03:47:59 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 03:48:05 PM,2021/10/07 03:48:56 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 04:02:57 PM,2021/10/07 04:06:13 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 04:06:32 PM,2021/10/07 04:10:25 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 04:20:33 PM,2021/10/07 04:21:32 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 04:21:57 PM,2021/10/07 04:22:53 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 04:28:51 PM,2021/10/07 04:29:04 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 04:29:42 PM,2021/10/07 04:29:45 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 04:33:44 PM,2021/10/07 04:34:15 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/07 04:34:53 PM,2021/10/07 04:35:14 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/10 04:44:15 PM,2021/10/10 04:44:20 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/11/10 10:45:44 PM,,130,72.78519,0,41.96618,0,1,95.31485,1.191436,0
2021/11/10 11:13:11 PM,,130,42.48713,1,36.64627,0,1,109.1516,1.364395,0
2021/11/10 11:13:11 PM,,130,42.48713,1,36.64627,0,1,109.1516,1.364395,0
2021/11/10 11:17:35 PM,,130,84.65939,1,43.91677,0,1,91.08138,1.138517,0
2021/11/11 01:51:46 PM,,130,73.53947,1,41.74294,0,1,95.8246,1.197807,0
2021/11/12 06:18:28 PM,2021/11/12 06:20:28 PM,130,91.45351,0,42.884,0,1,93.27487,1.165936,1.14232
2021/11/12 06:29:10 PM,,130,40.20386,1,22.33335,0,2.649576,179.1044,2.238804,0
2021/11/12 06:31:26 PM,2021/11/12 06:32:07 PM,130,73.95487,1,42.71745,0.3340972,1,93.63856,1.161399,0
2021/11/12 06:31:26 PM,2021/11/12 06:32:07 PM,130,33.21417,0,19.43707,0,1,205.7924,2.572405,1.611259
2021/11/12 06:33:25 PM,,130,33.21417,0,19.43707,0,1,205.7924,2.572405,1.611259
2021/11/12 06:31:26 PM,2021/11/12 06:32:07 PM,130,33.21417,0,19.43707,0,1,205.7924,2.572405,1.611259
2021/11/12 06:33:25 PM,,130,33.21417,0,19.43707,0,1,205.7924,2.572405,1.611259
